Direccion,Latitud,Longitud,acumulado
1211,calle 52 4,10.9461047,-74.8072566,1
1212,calle 52 41,10.9461047,-74.8072566,1
1213,calle 52 41 82,10.9461047,-74.8072566,1
1214,calle 52 42,10.9461047,-74.8072566,2
1215,calle 52 6,10.9488264,-74.8072611,1
1216,calle 52 62,10.9461047,-74.8072566,1
1217,calle 52 64,10.9461047,-74.8072566,1
1218,calle 52 8,10.9472477,-74.8072673,2
1219,calle 52 8 06,10.9488264,-74.8072611,1
1220,calle 52 9,10.9461047,-74.8072566,1
1221,calle 53 1 105,10.9401616,-74.8125252,1
1222,calle 53 16,10.9851969,-74.7914327,4
1223,calle 53 18,11.00547505,-74.81010605754065,2
1224,calle 53 18 22,10.9851969,-74.7914327,1
1225,calle 53 19,10.9851969,-74.7914327,1
1226,calle 53 2,10.9851969,-74.7914327,1
1227,calle 53 20,10.9851969,-74.7914327,9
1228,calle 53 21,10.9851969,-74.7914327,8
1229,calle 53 21 36,10.9851969,-74.7914327,1
1230,calle 53 22,10.9396975,-74.81253785737638,2
1231,calle 53 24,10.9851969,-74.7914327,4
1232,calle 53 25,10.9851969,-74.7914327,6
1233,calle 53 26,10.9851969,-74.7914327,5
1234,calle 53 27,10.9851969,-74.7914327,3
1235,calle 53 28,10.9851969,-74.7914327,1
1236,calle 53 29,10.9851969,-74.7914327,1
1237,calle 53 3,10.9851969,-74.7914327,1
1238,calle 53 31,10.9851969,-74.7914327,1
1239,calle 53 33,10.9851969,-74.7914327,3
1240,calle 53 34,10.9851969,-74.7914327,1
1241,calle 53 35,10.9851969,-74.7914327,2
1242,calle 53 36,10.9851969,-74.7914327,2
1243,calle 53 37,10.9851969,-74.7914327,1
1244,calle 53 37 53,10.9851969,-74.7914327,1
1245,calle 53 44,10.9851969,-74.7914327,5
1246,calle 53 45 46,10.9851969,-74.7914327,1
1247,calle 53 46,10.9897382,-74.7894609,5
1248,calle 53 46 06,10.9529059,-74.8065664,1
1249,calle 53 46 117,10.9851969,-74.7914327,1
1250,calle 53 46 132,10.9851969,-74.7914327,1
1251,calle 53 46 167,10.9851969,-74.7914327,2
1252,calle 53 46 185,10.9897382,-74.7894609,1
1253,calle 53 46 187,10.9897382,-74.7894609,1
1254,calle 53 46 28 ,10.9851969,-74.7914327,1
1255,calle 53 46 37,10.9851969,-74.7914327,1
1256,calle 53 46 50,10.9851969,-74.7914327,2
1257,calle 53 50,10.9851969,-74.7914327,6
1258,calle 53 53,10.9927597,-74.7892293,2
1259,calle 53 53 66,10.9851969,-74.7914327,1
1260,calle 53 54,11.0030138,-74.8051558,1
1261,calle 53 55,10.9851969,-74.7914327,1
1262,calle 54 10,10.9841729,-74.7928536,2
1263,calle 54 10 10,10.9841729,-74.7928536,1
1264,calle 54 12 36,10.9841729,-74.7928536,1
1265,calle 54 13,10.9841729,-74.7928536,1
1266,calle 54 14,10.9841729,-74.7928536,1
1267,calle 54 3 127,10.9439583,-74.8115099,1
1268,calle 54 31,10.9841729,-74.7928536,1
1269,calle 54 34,10.9841729,-74.7928536,1
1270,calle 54 35,10.9993597,-74.8015146,1
1271,calle 54 36,10.9841729,-74.7928536,1
1272,calle 54 37,10.9841729,-74.7928536,1
1273,calle 54 38,10.9841729,-74.7928536,1
1274,calle 54 38 35,10.9841729,-74.7928536,1
1275,calle 54 38 56,10.9841729,-74.7928536,1
1276,calle 54 41,10.9841729,-74.7928536,2
1277,calle 54 42,10.9841729,-74.7928536,3
1278,calle 54 43,10.9849313,-74.7926894,4
1279,calle 54 44,10.9841729,-74.7928536,7
1280,calle 54 45,10.9765929,-74.7979679,5
1281,calle 54 45 11,10.9841729,-74.7928536,2
1282,calle 54 46,10.9841729,-74.7928536,2
1283,calle 54 46 50,10.9841729,-74.7928536,1
1284,calle 54 46 87,10.9841729,-74.7928536,1
1285,calle 54 5,10.9841729,-74.7928536,1
1286,calle 54 50,10.9841729,-74.7928536,2
1287,calle 54 5035,10.9765929,-74.7979679,1
1288,calle 54 53,10.9765929,-74.7979679,2
1289,calle 54 54,10.9841729,-74.7928536,5
1290,calle 54 8,10.9841729,-74.7928536,1
1291,calle 55 13,10.9923337,-74.7911546,2
1292,calle 55 25,10.9923337,-74.7911546,1
1293,calle 55 3,10.9424859,-74.8160813,2
1294,calle 55 30,10.9424859,-74.8160813,1
1295,calle 55 32,10.9849313,-74.7926894,1
1296,calle 55 33,10.9923337,-74.7911546,1
1297,calle 55 44,10.9923337,-74.7911546,4
1298,calle 55 44 25,10.9923337,-74.7911546,1
1299,calle 55 45,10.992768,-74.791187,1
1300,calle 55 46,10.9923337,-74.7911546,2
1301,calle 55 46 50,10.9923337,-74.7911546,1
1302,calle 55 53,10.992768,-74.791187,5
1303,calle 55 54,10.9923337,-74.7911546,2
1304,calle 56 1,10.95150435,-74.81035774738598,1
1305,calle 56 10,10.95454615,-74.80812822677211,10
1306,calle 56 10 82,10.9506456,-74.8116532,1
1307,calle 56 11,10.9506456,-74.8116532,6
1308,calle 56 11 102,10.9506456,-74.8116532,3
1309,calle 56 12,10.9506456,-74.8116532,1
1310,calle 56 13,10.9506456,-74.8116532,2
1311,calle 56 13 100,10.9587469,-74.8032488,1
1312,calle 56 14,10.9506456,-74.8116532,1
1313,calle 56 14 30,10.9506456,-74.8116532,1
1314,calle 56 15,10.9506456,-74.8116532,2
1315,calle 56 21,10.9506456,-74.8116532,2
1316,calle 56 25,10.9506456,-74.8116532,1
1317,calle 56 30,10.9506456,-74.8116532,2
1318,calle 56 32,10.9506456,-74.8116532,1
1319,calle 56 33,10.9506456,-74.8116532,1
1320,calle 56 33 23,10.9506456,-74.8116532,1
1321,calle 56 44 107,10.9506456,-74.8116532,1
1322,calle 56 5,10.9506456,-74.8116532,4
1323,calle 56 5 38,10.9506456,-74.8116532,1
1324,calle 56 5 54,10.9506456,-74.8116532,1
1325,calle 56 52,10.9506456,-74.8116532,1
1326,calle 56 6,10.9506456,-74.8116532,4
1327,calle 56 8,10.9506456,-74.8116532,3
1328,calle 56 8 148,10.9506456,-74.8116532,1
1329,calle 56 9,10.9506456,-74.8116532,3
1330,calle 56 9 23,10.9506456,-74.8116532,1
1331,calle 56 9 91,10.9506456,-74.8116532,1
1332,calle 57 15,10.9910349,-74.7931798,1
1333,calle 57 19,10.9910349,-74.7931798,1
1334,calle 57 20,10.9910349,-74.7931798,2
1335,calle 57 21,10.9910349,-74.7931798,4
1336,calle 57 21 146,10.9910349,-74.7931798,1
1337,calle 57 23,10.97054195,-74.80051719891719,8
1338,calle 57 23 24,10.9910349,-74.7931798,1
1339,calle 57 23 95,10.9910349,-74.7931798,1
1340,calle 57 24,10.9910349,-74.7931798,5
1341,calle 57 25,10.9740346,-74.80135991802041,4
1342,calle 57 27,10.9910349,-74.7931798,2
1343,calle 57 37,10.9910349,-74.7931798,1
1344,calle 57 42,10.9910349,-74.7931798,1
1345,calle 57 43,10.9910349,-74.7931798,1
1346,calle 58 11,10.9942799,-74.791474,2
1347,calle 58 12,10.9942799,-74.791474,1
1348,calle 58 14,10.9942799,-74.791474,1
1349,calle 58 15 179,11.003273,-74.7862589,1
1350,calle 58 18,10.9942799,-74.791474,1
1351,calle 58 19,10.9942799,-74.791474,1
1352,calle 58 20,10.9942799,-74.791474,1
1353,calle 58 20 ,10.9942799,-74.791474,1
1354,calle 58 21,10.9942799,-74.791474,1
1355,calle 58 25,10.9942799,-74.791474,1
1356,calle 58 25 129,11.0032316,-74.7862009,1
1357,calle 58 26 18,10.9942799,-74.791474,1
1358,calle 58 27,10.9942799,-74.791474,1
1359,calle 58 32,10.9942799,-74.791474,1
1360,calle 58 38,10.9942799,-74.791474,1
1361,calle 58 40,10.9942799,-74.791474,1
1362,calle 58 43,10.9942799,-74.791474,1
1363,calle 58 44,10.9942799,-74.791474,1
1364,calle 58 50 168,10.9942799,-74.791474,1
1365,calle 58 54,10.9942799,-74.791474,1
1366,calle 58 54 187,11.0032316,-74.7862009,1
1367,calle 58 55 96,10.9942799,-74.791474,1
1368,calle 58 59,10.9942799,-74.791474,4
1369,calle 58 60,10.9942799,-74.791474,1
1370,calle 58 62,10.9942799,-74.791474,1
1371,calle 58 63,10.9942799,-74.791474,1
1372,calle 58 66,10.9942799,-74.791474,6
1373,calle 58 67,10.9942799,-74.791474,1
1374,calle 58 67 81,10.9942799,-74.791474,1
1375,calle 58 68,10.9942799,-74.791474,1
1376,calle 58 70,10.9942799,-74.791474,1
1377,calle 59 23,10.9953697,-74.7913411,1
1378,calle 59 44,10.9953697,-74.7913411,4
1379,calle 59 45,10.9953697,-74.7913411,1
1380,calle 59 45 40,10.9953697,-74.7913411,1
1381,calle 59 47,10.9953697,-74.7913411,5
1382,calle 59 50,10.9953697,-74.7913411,1
1383,calle 59 54,10.9953697,-74.7913411,1
1384,calle 59 55,10.9953697,-74.7913411,1
1385,calle 59 64,10.9953697,-74.7913411,1
1386,calle 59 9,10.9953697,-74.7913411,1
1387,calle 6 112,10.9797354,-74.7697154,1
1388,calle 6 14,10.9797354,-74.7697154,1
1389,calle 6 17 ,10.9797354,-74.7697154,1
1390,calle 6 26,10.9797354,-74.7697154,1
1391,calle 6 30,10.9481887,-74.7668074,10
1392,calle 6 30 38,10.9481887,-74.7668074,5
1393,calle 6 38,10.9797354,-74.7697154,11
1394,calle 6 38 ,10.9797354,-74.7697154,1
1395,calle 6 38 30,10.9481887,-74.7668074,3
1396,calle 6 38 40,10.9797354,-74.7697154,1
1397,calle 6 38 41,10.9797354,-74.7697154,1
1398,calle 6 42,10.9797354,-74.7697154,8
1399,calle 6 43,10.9816648,-74.7700243,4
1400,calle 6 44,10.9797354,-74.7697154,3
1401,calle 6 45,10.9752799,-74.7688709,3
1402,calle 6 45 ,10.9752799,-74.7688709,1
1403,calle 6 46,10.9797354,-74.7697154,2
1404,calle 6 46 45,10.9797354,-74.7697154,1
1405,calle 6 47,10.9797354,-74.7697154,1
1406,calle 6 5,10.9797354,-74.7697154,1
1407,calle 6 70,10.9797354,-74.7697154,1
1408,calle 6 8,10.9797354,-74.7697154,4
1409,calle 6 8 ,10.9797354,-74.7697154,1
1410,calle 6 8 30,10.9481887,-74.7668074,1
1411,calle 6 9,10.9797354,-74.7697154,1
1412,calle 6 9 ,10.9797354,-74.7697154,1
1413,calle 6 9 800,10.956253,-74.8919567,1
1414,calle 60 13,10.9603816,-74.8067023,4
1415,calle 60 15,10.9603816,-74.8067023,1
1416,calle 60 15 113,10.9603816,-74.8067023,1
1417,calle 60 16,10.9603816,-74.8067023,4
1418,calle 60 18,10.9603816,-74.8067023,1
1419,calle 60 19,10.9603816,-74.8067023,1
1420,calle 60 19 26,10.9603816,-74.8067023,1
1421,calle 60 20,10.9603816,-74.8067023,2
1422,calle 60 21,10.9603816,-74.8067023,5
1423,calle 60 23,10.9603816,-74.8067023,1
1424,calle 60 23 120,10.9603816,-74.8067023,1
1425,calle 60 24,10.9603816,-74.8067023,1
1426,calle 60 27,10.9603816,-74.8067023,2
1427,calle 60 36,10.9603816,-74.8067023,1
1428,calle 60 37,11.001472,-74.7956217,2
1429,calle 60 38,10.9603816,-74.8067023,1
1430,calle 60 39 60,10.9603816,-74.8067023,1
1431,calle 60 41 118,10.9603816,-74.8067023,1
1432,calle 60 43,10.9603816,-74.8067023,2
1433,calle 60 43 90,10.9603816,-74.8067023,1
1434,calle 60 44,10.9603816,-74.8067023,2
1435,calle 60 45,10.9603816,-74.8067023,1
1436,calle 60 47 73,10.9603816,-74.8067023,1
1437,calle 60 5 12,10.9603816,-74.8067023,1
1438,calle 60 50 83,10.9603816,-74.8067023,1
1439,calle 60 6,10.9603816,-74.8067023,1
1440,calle 60 6 ,10.9603816,-74.8067023,2
1441,calle 60 8,10.9603816,-74.8067023,1
1442,calle 60 9,10.9603816,-74.8067023,2
1443,calle 60 9 110,10.9603816,-74.8067023,1
1444,calle 61 15,10.9756178,-74.8032522,1
1445,calle 61 21,10.9756178,-74.8032522,3
1446,calle 61 23,10.9756178,-74.8032522,3
1447,calle 61 25,10.9756178,-74.8032522,3
1448,calle 61 27,10.9756178,-74.8032522,2
1449,calle 61 30,10.9756178,-74.8032522,1
1450,calle 61 31,10.9756178,-74.8032522,1
1451,calle 61 32,10.9756178,-74.8032522,1
1452,calle 61 35,10.9756178,-74.8032522,1
1453,calle 61 37,10.9756178,-74.8032522,1
1454,calle 61 37 38,10.9756178,-74.8032522,1
1455,calle 61 38,10.9756178,-74.8032522,1
1456,calle 61 38 41,10.9756178,-74.8032522,1
1457,calle 61 41,10.9756178,-74.8032522,3
1458,calle 61 41 109,10.9756178,-74.8032522,1
1459,calle 61 43,10.9756178,-74.8032522,1
1460,calle 61 43 119,10.9756178,-74.8032522,1
1461,calle 61 44,10.9756178,-74.8032522,2
1462,calle 61 45,10.9855359,-74.7978067,1
1463,calle 61 47,10.9756178,-74.8032522,1
1464,calle 61 9,10.9756178,-74.8032522,1
1465,calle 62 1 22,10.9296152,-74.815212,1
1466,calle 62 43,10.9879848,-74.7976905,1
1467,calle 62 44,10.9879848,-74.7976905,1
1468,calle 62 45,10.9920152,-74.7967142,2
1469,calle 62 45 17,10.9879848,-74.7976905,1
1470,calle 62 46,10.9879848,-74.7976905,1
1471,calle 62 50,10.9879848,-74.7976905,1
1472,calle 63 14,10.9883003,-74.798192,1
1473,calle 63 14 15,10.9883003,-74.798192,1
1474,calle 63 15,10.9883003,-74.798192,3
1475,calle 63 16,10.9883003,-74.798192,1
1476,calle 63 18,10.9883003,-74.798192,2
1477,calle 63 19,10.9883003,-74.798192,2
1478,calle 63 20,10.9883003,-74.798192,1
1479,calle 63 20 24,10.9883003,-74.798192,1
1480,calle 63 21,10.9883003,-74.798192,1
1481,calle 63 21 40,10.9883003,-74.798192,1
1482,calle 63 23,10.9883003,-74.798192,1
1483,calle 63 25,10.9883003,-74.798192,5
1484,calle 63 27,10.9883003,-74.798192,2
1485,calle 63 28,10.9883003,-74.798192,1
1486,calle 63 31 13,10.9883003,-74.798192,1
1487,calle 63 36 69,10.9883003,-74.798192,1
1488,calle 63 37,10.9883003,-74.798192,1
1489,calle 63 38,10.9883003,-74.798192,2
1490,calle 63 42,10.9883003,-74.798192,1
1491,calle 63 45,10.9936904,-74.7969489,1
1492,calle 63 60,10.9883003,-74.798192,1
1493,calle 63 9 70,10.9883003,-74.798192,1
1494,calle 64 10,10.9328553,-74.8158248,1
1495,calle 64 14,10.9686365,-74.805987,6
1496,calle 64 17,10.9686365,-74.805987,1
1497,calle 64 18,10.9686365,-74.805987,1
1498,calle 64 19,10.9686365,-74.805987,1
1499,calle 64 20,10.9686365,-74.805987,1
1500,calle 64 21,10.9686365,-74.805987,2
1501,calle 64 23,10.9686365,-74.805987,1
1502,calle 64 23 17,10.9686365,-74.805987,1
1503,calle 64 24,10.9686365,-74.805987,8
1504,calle 64 25,10.9686365,-74.805987,1
1505,calle 64 25 28,10.9686365,-74.805987,1
1506,calle 64 26,10.9686365,-74.805987,2
1507,calle 64 27,10.9686365,-74.805987,2
1508,calle 64 27 32,10.9686365,-74.805987,1
1509,calle 64 28,10.9686365,-74.805987,1
1510,calle 64 29,10.9686365,-74.805987,1
1511,calle 64 32,10.9686365,-74.805987,1
1512,calle 64 43,10.9686365,-74.805987,1
1513,calle 64 44,10.9686365,-74.805987,1
1514,calle 64 46 46,10.9686365,-74.805987,1
1515,calle 64 5,10.9686365,-74.805987,1
1516,calle 64 50,10.9686365,-74.805987,4
1517,calle 64 53,10.9686365,-74.805987,1
1518,calle 64 54,10.9686365,-74.805987,3
1519,calle 64 54 58,10.9686365,-74.805987,1
1520,calle 64 58,10.9686365,-74.805987,8
1521,calle 64 59,10.9686365,-74.805987,5
1522,calle 64 60,10.9686365,-74.805987,2
1523,calle 64 60 44,10.9686365,-74.805987,1
1524,calle 64 61,10.9686365,-74.805987,1
1525,calle 64 61 37,10.9686365,-74.805987,1
1526,calle 64 62,10.9686365,-74.805987,4
1527,calle 64 63,10.9686365,-74.805987,1
1528,calle 64 64,10.9686365,-74.805987,1
1529,calle 64 66,10.9686365,-74.805987,5
1530,calle 64 67,10.9686365,-74.805987,2
1531,calle 64 68,10.9686365,-74.805987,1
1532,calle 64 9 75,10.9686365,-74.805987,1
1533,calle 64 91,10.9686365,-74.805987,1
1534,calle 65 15,10.9903753,-74.7994589,1
1535,calle 65 20,10.9903753,-74.7994589,2
1536,calle 65 23,10.9903753,-74.7994589,1
1537,calle 65 25 57,10.9903753,-74.7994589,1
1538,calle 65 26,10.9903753,-74.7994589,3
1539,calle 65 27,10.9903753,-74.7994589,2
1540,calle 65 28 56,10.9903753,-74.7994589,1
1541,calle 65 29,10.9903753,-74.7994589,2
1542,calle 65 31,10.9903753,-74.7994589,1
1543,calle 65 34,10.9903753,-74.7994589,1
1544,calle 65 35,10.9903753,-74.7994589,1
1545,calle 65 38,10.9903753,-74.7994589,2
1546,calle 65 39,10.9903753,-74.7994589,1
1547,calle 65 41 41,10.9903753,-74.7994589,1
1548,calle 65 42,10.9903753,-74.7994589,1
1549,calle 65 42 27,10.9903753,-74.7994589,1
1550,calle 66 10 ,10.9348004,-74.8171831,1
1551,calle 66 2,11.0039248,-74.7887724,2
1552,calle 66 42,11.0039248,-74.7887724,2
1553,calle 66 43 08,11.0039248,-74.7887724,1
1554,calle 66 50 182,11.0039248,-74.7887724,1
1555,calle 66 50 50,11.0039248,-74.7887724,1
1556,calle 66 60,11.0039248,-74.7887724,1
1557,calle 66 62,11.0039248,-74.7887724,1
1558,calle 66 63,11.0039248,-74.7887724,2
1559,calle 66 63 30,10.9348004,-74.8171831,1
1560,calle 66 66 67,11.0039248,-74.7887724,1
1561,calle 66 67,11.0039248,-74.7887724,2
1562,calle 66 67 72,11.0039248,-74.7887724,1
1563,calle 67 41,10.9885642,-74.8015018,1
1564,calle 67 43,10.9885642,-74.8015018,1
1565,calle 68 15,10.9979851,-74.7970832,1
1566,calle 68 22,10.9979851,-74.7970832,3
1567,calle 68 23,10.9979851,-74.7970832,4
1568,calle 68 24,10.9979851,-74.7970832,4
1569,calle 68 24 24,10.9979851,-74.7970832,1
1570,calle 68 25,10.9979851,-74.7970832,2
1571,calle 68 26,10.9979851,-74.7970832,2
1572,calle 68 27,10.9979851,-74.7970832,5
1573,calle 68 28 30,10.931225,-74.8167197,1
1574,calle 68 29,10.9979851,-74.7970832,2
1575,calle 68 31,11.0115182,-74.79884,7
1576,calle 68 31 31,10.9979851,-74.7970832,1
1577,calle 68 31 70,10.9979851,-74.7970832,1
1578,calle 68 31 99,10.9979851,-74.7970832,1
1579,calle 68 32,10.9806184,-74.80500803000291,1
1580,calle 68 34,10.9979851,-74.7970832,7
1581,calle 68 38,10.9979851,-74.7970832,3
1582,calle 68 39,10.9979851,-74.7970832,6
1583,calle 68 41,10.9979851,-74.7970832,1
1584,calle 68 41 42,10.9979851,-74.7970832,1
1585,calle 68 42,10.9979851,-74.7970832,3
1586,calle 68 43,10.9979851,-74.7970832,1
1587,calle 68 43 22,10.9979851,-74.7970832,1
1588,calle 68 43 48,10.9979851,-74.7970832,1
1589,calle 68 43 55,11.0011462,-74.7920875,1
1590,calle 68 44,10.9979851,-74.7970832,1
1591,calle 68 45,11.0011462,-74.7920875,2
1592,calle 68 46,10.9979851,-74.7970832,1
1593,calle 68 47,10.9979851,-74.7970832,3
1594,calle 68 47 109,10.9979851,-74.7970832,1
1595,calle 68 49,10.9979851,-74.7970832,2
1596,calle 68 5 80,10.9990448,-74.7955179,1
1597,calle 68 50,10.9979851,-74.7970832,4
1598,calle 68 50 116,11.0011462,-74.7920875,1
1599,calle 68 53,11.0011462,-74.7920875,3
1600,calle 68 54,10.9979851,-74.7970832,3
1601,calle 68 58,10.9979851,-74.7970832,3
1602,calle 68 58 29,10.9979851,-74.7970832,1
1603,calle 68 59,10.9979851,-74.7970832,1
1604,calle 68 60,10.9979851,-74.7970832,4
1605,calle 68 61,10.9979851,-74.7970832,6
1606,calle 68 62,11.0004496,-74.7933934,2
1607,calle 68 66 10,10.931225,-74.8167197,1
1608,calle 68 8 ,10.9979851,-74.7970832,1
1609,calle 68 9 ,10.9979851,-74.7970832,2
1610,calle 689 21,10.9447713,-74.7842231,1
1611,calle 69 10 05,10.9235911,-74.8166147,1
1612,calle 69 13 ,10.9913546,-74.802323,1
1613,calle 69 23 41,10.9913546,-74.802323,1
1614,calle 69 30,10.9235911,-74.8166147,1
1615,calle 69 31,10.9913546,-74.802323,1
1616,calle 69 38,10.9913546,-74.802323,3
1617,calle 69 38 48,10.9913546,-74.802323,1
1618,calle 69 39,10.9913546,-74.802323,1
1619,calle 69 39 106,11.0056671,-74.7890796,1
1620,calle 69 39 184,10.9913546,-74.802323,1
1621,calle 69 39 64,10.9913546,-74.802323,1
1622,calle 69 40,11.00981065,-74.78548808655995,1
1623,calle 69 41,10.9913546,-74.802323,1
1624,calle 69 41 192,10.9913546,-74.802323,1
1625,calle 69 41 209,11.0056671,-74.7890796,2
1626,calle 69 42 42,10.9913546,-74.802323,1
1627,calle 69 43,10.9913546,-74.802323,3
1628,calle 69 44,10.9913546,-74.802323,1
1629,calle 69 44 73,10.9913546,-74.802323,1
1630,calle 69 46,10.9913546,-74.802323,1
1631,calle 69 47,10.9938081,-74.8016975,2
1632,calle 69 47 35,10.9938081,-74.8016975,1
1633,calle 69 49,10.9913546,-74.802323,1
1634,calle 69 70,10.9913546,-74.802323,2
1635,calle 7 30,10.9460826,-74.7676541,1
1636,calle 70 10,10.9238481,-74.8171926,1
1637,calle 70 12 32,10.987356,-74.8066127,1
1638,calle 70 15 ,10.987356,-74.8066127,2
1639,calle 70 22,10.987356,-74.8066127,2
1640,calle 70 22 26,10.987356,-74.8066127,1
1641,calle 70 23,10.987356,-74.8066127,1
1642,calle 70 24,10.987356,-74.8066127,5
1643,calle 70 25,10.987356,-74.8066127,2
1644,calle 70 25 45,10.987356,-74.8066127,1
1645,calle 70 26,10.987356,-74.8066127,5
1646,calle 70 27,10.987356,-74.8066127,8
1647,calle 70 28 21,10.987356,-74.8066127,1
1648,calle 70 29,10.987356,-74.8066127,1
1649,calle 70 31,10.987356,-74.8066127,2
1650,calle 70 32,10.987356,-74.8066127,4
1651,calle 70 32 110,10.987356,-74.8066127,1
1652,calle 70 32 139,11.0044432,-74.7922822,1
1653,calle 70 34,10.987356,-74.8066127,1
1654,calle 70 38,10.987356,-74.8066127,2
1655,calle 70 38 39,10.987356,-74.8066127,1
1656,calle 70 39,10.987356,-74.8066127,7
1657,calle 70 39 105,11.0044432,-74.7922822,1
1658,calle 70 39 123,11.0044432,-74.7922822,1
1659,calle 70 39 41,10.987356,-74.8066127,1
1660,calle 70 39 65,10.987356,-74.8066127,1
1661,calle 70 40,10.987356,-74.8066127,1
1662,calle 70 41,10.987356,-74.8066127,4
1663,calle 70 41 106,11.0044432,-74.7922822,1
1664,calle 70 43,10.987356,-74.8066127,3
1665,calle 70 43 27,10.987356,-74.8066127,1
1666,calle 70 43 49,10.987356,-74.8066127,1
1667,calle 70 44,10.987356,-74.8066127,6
1668,calle 70 45,11.0044432,-74.7922822,2
1669,calle 70 46,10.987356,-74.8066127,1
1670,calle 70 46 36,10.987356,-74.8066127,1
1671,calle 70 47,10.987356,-74.8066127,4
1672,calle 70 48 16,10.987356,-74.8066127,1
1673,calle 70 48 30,10.9238481,-74.8171926,1
1674,calle 70 49,10.987356,-74.8066127,1
1675,calle 70 49 32,10.987356,-74.8066127,2
1676,calle 70 50,10.987356,-74.8066127,1
1677,calle 70 50 12,10.987356,-74.8066127,1
1678,calle 70 52,10.99660685,-74.80038735587053,1
1679,calle 70 53,11.0044432,-74.7922822,2
1680,calle 70 54,10.99660685,-74.80038735587053,2
1681,calle 70 58,10.987356,-74.8066127,2
1682,calle 70 59,10.987356,-74.8066127,4
1683,calle 70 60,11.001472,-74.7956217,2
1684,calle 70 61,10.987356,-74.8066127,2
1685,calle 70 67,10.987356,-74.8066127,1
1686,calle 70 70,10.987356,-74.8066127,1
1687,calle 70 71 80,10.987356,-74.8066127,1
1688,calle 70 9,10.987356,-74.8066127,2
1689,calle 71 27,10.982494,-74.810867,1
1690,calle 71 27 25,10.982494,-74.810867,1
1691,calle 71 28,10.982494,-74.810867,1
1692,calle 71 29,10.982494,-74.810867,1
1693,calle 71 31,10.982494,-74.810867,4
1694,calle 71 32,10.982494,-74.810867,4
1695,calle 71 33,10.982494,-74.810867,1
1696,calle 71 34,10.982494,-74.810867,3
1697,calle 71 34 168,10.9770796,-74.8101555,1
1698,calle 71 35,10.982494,-74.810867,1
1699,calle 71 36,10.982494,-74.810867,1
1700,calle 71 39 110,10.9770796,-74.8101555,1
1701,calle 71 39 117,10.982494,-74.810867,1
1702,calle 71 40,10.982494,-74.810867,1
1703,calle 71 41,10.982494,-74.810867,1
1704,calle 71 41 108,10.9770796,-74.8101555,1
1705,calle 71 42 43,10.982494,-74.810867,1
1706,calle 71 45,10.9770796,-74.8101555,1
1707,calle 71 65,10.982494,-74.810867,1
1708,calle 72 ,11.000112,-74.8000336,1
1709,calle 72 2,11.000112,-74.8000336,2
1710,calle 72 24,11.000112,-74.8000336,1
1711,calle 72 25,11.000112,-74.8000336,5
1712,calle 72 26 2,11.000112,-74.8000336,1
1713,calle 72 26 28,11.000112,-74.8000336,1
1714,calle 72 27,11.000112,-74.8000336,5
1715,calle 72 29,11.000112,-74.8000336,1
1716,calle 72 32,11.000112,-74.8000336,2
1717,calle 72 32 97,11.000112,-74.8000336,1
1718,calle 72 33,11.000112,-74.8000336,5
1719,calle 72 34,11.000112,-74.8000336,7
1720,calle 72 34 24,11.000112,-74.8000336,1
1721,calle 72 35,10.9993597,-74.8015146,3
1722,calle 72 36,11.000112,-74.8000336,8
1723,calle 72 37,11.000112,-74.8000336,1
1724,calle 72 38,11.000112,-74.8000336,8
1725,calle 72 39,11.000112,-74.8000336,14
1726,calle 72 39 56,11.000112,-74.8000336,1
1727,calle 72 40,11.000112,-74.8000336,2
1728,calle 72 40 ,11.000112,-74.8000336,1
1729,calle 72 41,11.000112,-74.8000336,12
1730,calle 72 41 131,11.000112,-74.8000336,1
1731,calle 72 4127,11.0018493,-74.797614,1
1732,calle 72 43,11.000112,-74.8000336,4
1733,calle 72 43 19,11.000112,-74.8000336,1
1734,calle 72 43 33,11.000112,-74.8000336,1
1735,calle 72 43 49,11.000112,-74.8000336,1
1736,calle 72 44,11.000112,-74.8000336,10
1737,calle 72 44 25,11.000112,-74.8000336,1
1738,calle 72 44 43,11.000112,-74.8000336,1
1739,calle 72 45,11.0093298,-74.7891471,6
1740,calle 72 45 46,11.000112,-74.8000336,1
1741,calle 72 46,10.993914,-74.80546957880117,13
1742,calle 72 46 05,11.000112,-74.8000336,1
1743,calle 72 47,11.000112,-74.8000336,4
1744,calle 72 47 65,11.000112,-74.8000336,1
1745,calle 72 48,11.000112,-74.8000336,2
1746,calle 72 49,11.000112,-74.8000336,5
1747,calle 72 50,11.000112,-74.8000336,9
1748,calle 72 52,11.000112,-74.8000336,3
1749,calle 72 52 64,11.000112,-74.8000336,1
1750,calle 72 53,11.0093298,-74.7891471,5
1751,calle 72 53 54,11.000112,-74.8000336,1
1752,calle 72 5310,11.0093298,-74.7891471,1
1753,calle 72 54,10.9993597,-74.8015146,6
1754,calle 72 56,11.000112,-74.8000336,6
1755,calle 72 56 57,11.000112,-74.8000336,1
1756,calle 72 57,11.000112,-74.8000336,2
1757,calle 72 57 68,11.000112,-74.8000336,1
1758,calle 72 58,11.000112,-74.8000336,4
1759,calle 72 59,11.000112,-74.8000336,2
1760,calle 72 59 31,11.000112,-74.8000336,1
1761,calle 72 59 38,11.000112,-74.8000336,1
1762,calle 72 6,10.9908766,-74.8076145,3
1763,calle 72 60,11.000112,-74.8000336,12
