Direccion,Latitud,Longitud,acumulado
3604,carrera 43 34,10.9904173,-74.8049313,1
3605,carrera 43 34 33,10.9904173,-74.8049313,1
3606,carrera 43 36,10.9794979,-74.78545968483057,1
3607,carrera 43 37,10.9904173,-74.8049313,1
3608,carrera 43 37 50,10.9904173,-74.8049313,1
3609,carrera 43 38,10.9817232,-74.7791,2
3610,carrera 43 39,10.9904173,-74.8049313,2
3611,carrera 43 40,10.9904173,-74.8049313,3
3612,carrera 43 40 41,10.9904173,-74.8049313,1
3613,carrera 43 41,10.9904173,-74.8049313,2
3614,carrera 43 42,10.9904173,-74.8049313,4
3615,carrera 43 43,10.9904173,-74.8049313,5
3616,carrera 43 43 55,10.9985006,-74.8200038,1
3617,carrera 43 44,10.9904173,-74.8049313,2
3618,carrera 43 44 75,10.9904173,-74.8049313,1
3619,carrera 43 45,10.9985006,-74.8200038,2
3620,carrera 43 47,10.9904173,-74.8049313,2
3621,carrera 43 48,10.9904173,-74.8049313,4
3622,carrera 43 48 50,10.9904173,-74.8049313,1
3623,carrera 43 5,10.9904173,-74.8049313,1
3624,carrera 43 50,10.9904173,-74.8049313,3
3625,carrera 43 50 12,10.9904173,-74.8049313,2
3626,carrera 43 51,10.9844637,-74.79169236215927,7
3627,carrera 43 51 102,10.9904173,-74.8049313,1
3628,carrera 43 51 20,10.9985006,-74.8200038,1
3629,carrera 43 51 41,10.9904173,-74.8049313,1
3630,carrera 43 53,10.9985006,-74.8200038,3
3631,carrera 43 54,10.9904173,-74.8049313,3
3632,carrera 43 55,10.9904173,-74.8049313,2
3633,carrera 43 56,10.9904173,-74.8049313,1
3634,carrera 43 57,10.9904173,-74.8049313,1
3635,carrera 43 58,10.9904173,-74.8049313,3
3636,carrera 43 59 60,10.9904173,-74.8049313,1
3637,carrera 43 6,10.9904173,-74.8049313,1
3638,carrera 43 6 ,10.9904173,-74.8049313,1
3639,carrera 43 60,10.9904173,-74.8049313,5
3640,carrera 43 61,10.986498,-74.797791,3
3641,carrera 43 61 02,10.9904173,-74.8049313,1
3642,carrera 43 63,10.9904173,-74.8049313,1
3643,carrera 43 65,10.9904173,-74.8049313,8
3644,carrera 43 66,10.9904173,-74.8049313,3
3645,carrera 43 67,10.9904173,-74.8049313,3
3646,carrera 43 67 42,10.9904173,-74.8049313,1
3647,carrera 43 68,10.9904173,-74.8049313,4
3648,carrera 43 69,10.9904173,-74.8049313,9
3649,carrera 43 69 104,10.9904173,-74.8049313,1
3650,carrera 43 69 176,11.0027349,-74.8298141,1
3651,carrera 43 7,10.9904173,-74.8049313,1
3652,carrera 43 70,10.9904173,-74.8049313,6
3653,carrera 43 71,10.9904173,-74.8049313,2
3654,carrera 43 72,10.9904173,-74.8049313,5
3655,carrera 43 72 ,10.9904173,-74.8049313,1
3656,carrera 43 72 108,10.9904173,-74.8049313,1
3657,carrera 43 72 208,10.9904173,-74.8049313,1
3658,carrera 43 72 21,10.9904173,-74.8049313,1
3659,carrera 43 72 228,10.9904173,-74.8049313,1
3660,carrera 43 72 96,10.9904173,-74.8049313,1
3661,carrera 43 72192,10.9818622,-74.7711624,1
3662,carrera 43 73,10.9904173,-74.8049313,6
3663,carrera 43 74,10.9904173,-74.8049313,9
3664,carrera 43 74 38,10.9904173,-74.8049313,1
3665,carrera 43 74 77,10.9904173,-74.8049313,1
3666,carrera 43 74 95,10.9904173,-74.8049313,1
3667,carrera 43 75,10.9904173,-74.8049313,3
3668,carrera 43 75 167,10.9904173,-74.8049313,1
3669,carrera 43 76,10.9904173,-74.8049313,15
3670,carrera 43 76 119,10.9904173,-74.8049313,1
3671,carrera 43 76 130,11.0027349,-74.8298141,1
3672,carrera 43 76 138,10.9904173,-74.8049313,1
3673,carrera 43 76 16,10.9904173,-74.8049313,1
3674,carrera 43 77 79,10.9904173,-74.8049313,1
3675,carrera 43 79,10.9966688,-74.81556185,13
3676,carrera 43 79 121,10.9904173,-74.8049313,1
3677,carrera 43 79 188,10.9904173,-74.8049313,1
3678,carrera 43 79 32,10.9904173,-74.8049313,1
3679,carrera 43 79 37,10.9904173,-74.8049313,1
3680,carrera 43 79 53,10.9904173,-74.8049313,1
3681,carrera 43 79 99,10.9904173,-74.8049313,1
3682,carrera 43 8,10.9904173,-74.8049313,3
3683,carrera 43 8 28,10.9904173,-74.8049313,1
3684,carrera 43 80,10.9973037,-74.81709,16
3685,carrera 43 80 120,10.9985006,-74.8200038,1
3686,carrera 43 80 148,10.9818622,-74.7711624,1
3687,carrera 43 80 165,10.9985006,-74.8200038,1
3688,carrera 43 80 169,10.9818622,-74.7711624,1
3689,carrera 43 80 74,10.9904173,-74.8049313,1
3690,carrera 43 80 82,10.9904173,-74.8049313,1
3691,carrera 43 82,10.9904173,-74.8049313,8
3692,carrera 43 82 130,10.9904173,-74.8049313,1
3693,carrera 43 82 170,10.9904173,-74.8049313,1
3694,carrera 43 82 84,10.9904173,-74.8049313,2
3695,carrera 43 84,10.9904173,-74.8049313,8
3696,carrera 43 84 188,10.9904173,-74.8049313,1
3697,carrera 43 84 204,10.9904173,-74.8049313,1
3698,carrera 43 84 63,10.9904173,-74.8049313,1
3699,carrera 43 85,10.9904173,-74.8049313,6
3700,carrera 43 85 134,10.9904173,-74.8049313,1
3701,carrera 43 85 18,10.9904173,-74.8049313,1
3702,carrera 43 85 47,10.9904173,-74.8049313,1
3703,carrera 43 86,10.9904173,-74.8049313,1
3704,carrera 43 87,11.0007101,-74.8252299,12
3705,carrera 43 9,10.9904173,-74.8049313,4
3706,carrera 43 90,10.9904173,-74.8049313,4
3707,carrera 43 93,11.00227635,-74.82965815,3
3708,carrera 43 95,10.9904173,-74.8049313,1
3709,carrera 43 96,10.9904173,-74.8049313,4
3710,carrera 43 98,10.9904173,-74.8049313,1
3711,carrera 43 99,10.9904173,-74.8049313,3
3712,carrera 43 99 50,10.9904173,-74.8049313,1
3713,carrera 44 100,10.9872173,-74.7952322,1
3714,carrera 44 100 82,10.9872173,-74.7952322,1
3715,carrera 44 115 ,10.9872173,-74.7952322,1
3716,carrera 44 30,10.9872173,-74.7952322,2
3717,carrera 44 33,10.9872173,-74.7952322,3
3718,carrera 44 34,10.9872173,-74.7952322,6
3719,carrera 44 34 35,10.9872173,-74.7952322,2
3720,carrera 44 34 64,10.9872173,-74.7952322,1
3721,carrera 44 35,10.9872173,-74.7952322,6
3722,carrera 44 36,10.9872173,-74.7952322,2
3723,carrera 44 37,10.9872173,-74.7952322,3
3724,carrera 44 38,10.9872173,-74.7952322,5
3725,carrera 44 38 39,10.9872173,-74.7952322,1
3726,carrera 44 39,10.9872173,-74.7952322,1
3727,carrera 44 40,10.9569108,-74.7952506,9
3728,carrera 44 40 20,11.0020237,-74.8241889,1
3729,carrera 44 40 51,10.9872173,-74.7952322,1
3730,carrera 44 41,10.9872173,-74.7952322,3
3731,carrera 44 42,10.9872173,-74.7952322,8
3732,carrera 44 42 53,10.9872173,-74.7952322,1
3733,carrera 44 43,10.9872173,-74.7952322,2
3734,carrera 44 43 155,10.9925966,-74.806609,1
3735,carrera 44 44,11.0011194,-74.82202939999999,5
3736,carrera 44 44 43,10.9872173,-74.7952322,1
3737,carrera 44 44 48,10.9872173,-74.7952322,1
3738,carrera 44 45,10.98451985,-74.78644172782752,2
3739,carrera 44 47,10.9872173,-74.7952322,1
3740,carrera 44 48,10.9872173,-74.7952322,5
3741,carrera 44 48 44,10.9872173,-74.7952322,1
3742,carrera 44 50,10.9872173,-74.7952322,4
3743,carrera 44 53,10.9925966,-74.806609,5
3744,carrera 44 54,10.9872173,-74.7952322,1
3745,carrera 44 55,10.9872173,-74.7952322,1
3746,carrera 44 55 44,10.9872173,-74.7952322,1
3747,carrera 44 56,10.9872173,-74.7952322,2
3748,carrera 44 59,10.9872173,-74.7952322,6
3749,carrera 44 59 89,10.9872173,-74.7952322,1
3750,carrera 44 6,10.9872173,-74.7952322,1
3751,carrera 44 60,10.9872173,-74.7952322,3
3752,carrera 44 61,10.9872173,-74.7952322,5
3753,carrera 44 62,10.9872173,-74.7952322,4
3754,carrera 44 63,10.9872173,-74.7952322,1
3755,carrera 44 63 27,10.9872173,-74.7952322,1
3756,carrera 44 64,10.9872173,-74.7952322,4
3757,carrera 44 64 43,10.9872173,-74.7952322,1
3758,carrera 44 64 65,10.9872173,-74.7952322,1
3759,carrera 44 66,10.9872173,-74.7952322,1
3760,carrera 44 67,10.9872173,-74.7952322,6
3761,carrera 44 67 43,10.9872173,-74.7952322,1
3762,carrera 44 68,10.9872173,-74.7952322,6
3763,carrera 44 68 59,10.9872173,-74.7952322,1
3764,carrera 44 6827,10.9925966,-74.806609,1
3765,carrera 44 69,10.9911567,-74.8041919,5
3766,carrera 44 69 117,10.9872173,-74.7952322,1
3767,carrera 44 69 32,10.9872173,-74.7952322,1
3768,carrera 44 70,10.9872173,-74.7952322,8
3769,carrera 44 70 124,10.9897256,-74.8019393,1
3770,carrera 44 70 208,10.9872173,-74.7952322,1
3771,carrera 44 70 229,10.9897256,-74.8019393,1
3772,carrera 44 70 72,10.9872173,-74.7952322,1
3773,carrera 44 72,10.9928262,-74.8069246,15
3774,carrera 44 72 233,10.9928262,-74.8069246,1
3775,carrera 44 72 43,10.9872173,-74.7952322,1
3776,carrera 44 72 63,10.9872173,-74.7952322,1
3777,carrera 44 72 70,10.9872173,-74.7952322,1
3778,carrera 44 72 74,10.9872173,-74.7952322,1
3779,carrera 44 74,10.9872173,-74.7952322,2
3780,carrera 44 75,10.9872173,-74.7952322,11
3781,carrera 44 75 29,10.9872173,-74.7952322,2
3782,carrera 44 76,10.9872173,-74.7952322,7
3783,carrera 44 76 101,10.9872173,-74.7952322,1
3784,carrera 44 76 197,10.9824599,-74.7766345,1
3785,carrera 44 79,10.9872173,-74.7952322,2
3786,carrera 44 79 64,10.9872173,-74.7952322,1
3787,carrera 44 8,10.9872173,-74.7952322,1
3788,carrera 44 8 79,10.9872173,-74.7952322,1
3789,carrera 44 80,10.9872173,-74.7952322,2
3790,carrera 44 82,10.9872173,-74.7952322,5
3791,carrera 44 82 16,10.9872173,-74.7952322,1
3792,carrera 44 84,11.00050965,-74.8215448,3
3793,carrera 44 9,10.9872173,-74.7952322,1
3794,carrera 44 90,10.9872173,-74.7952322,1
3795,carrera 44 92,10.9872173,-74.7952322,2
3796,carrera 44 96 67,10.9872173,-74.7952322,1
3797,carrera 44 99 80,10.9872173,-74.7952322,1
3798,carrera 45 100 99,10.989994,-74.7980466,1
3799,carrera 45 102 80,10.989994,-74.7980466,1
3800,carrera 45 17,10.989994,-74.7980466,1
3801,carrera 45 32,10.989994,-74.7980466,2
3802,carrera 45 32 33,10.989994,-74.7980466,1
3803,carrera 45 34 35,10.989994,-74.7980466,1
3804,carrera 45 34 38,10.989994,-74.7980466,1
3805,carrera 45 37,10.989994,-74.7980466,4
3806,carrera 45 3728,10.984591,-74.7673782,1
3807,carrera 45 38,10.98853415,-74.79054606294667,1
3808,carrera 45 39,10.989994,-74.7980466,3
3809,carrera 45 39 64,10.989994,-74.7980466,1
3810,carrera 45 40,10.989994,-74.7980466,2
3811,carrera 45 41,10.989994,-74.7980466,1
3812,carrera 45 42,10.989994,-74.7980466,5
3813,carrera 45 43,10.99989715,-74.8173116,2
3814,carrera 45 44,10.989994,-74.7980466,3
3815,carrera 45 45,10.984591,-74.7673782,4
3816,carrera 45 46,10.989994,-74.7980466,1
3817,carrera 45 47,10.989994,-74.7980466,2
3818,carrera 45 48,10.989994,-74.7980466,4
3819,carrera 45 48 50,10.989994,-74.7980466,1
3820,carrera 45 48 95,10.989994,-74.7980466,1
3821,carrera 45 50,10.9874538,-74.7883011,3
3822,carrera 45 53,10.98853415,-74.79054606294667,10
3823,carrera 45 53 47,10.989994,-74.7980466,1
3824,carrera 45 53 54,10.989994,-74.7980466,1
3825,carrera 45 54,10.989994,-74.7980466,2
3826,carrera 45 55,10.989994,-74.7980466,1
3827,carrera 45 57,10.98451985,-74.78644172782752,2
3828,carrera 45 58,10.989994,-74.7980466,1
3829,carrera 45 58 26,10.989994,-74.7980466,1
3830,carrera 45 59,10.989994,-74.7980466,4
3831,carrera 45 59 22,10.989994,-74.7980466,2
3832,carrera 45 60,10.989994,-74.7980466,1
3833,carrera 45 62,10.989994,-74.7980466,4
3834,carrera 45 64,10.989994,-74.7980466,4
3835,carrera 45 66,10.989994,-74.7980466,1
3836,carrera 45 67,10.989994,-74.7980466,1
3837,carrera 45 69,10.989994,-74.7980466,4
3838,carrera 45 70,10.989994,-74.7980466,1
3839,carrera 45 72,10.989994,-74.7980466,1
3840,carrera 45 75,10.989994,-74.7980466,1
3841,carrera 45 75 45,10.989994,-74.7980466,1
3842,carrera 45 76 132,10.989994,-74.7980466,1
3843,carrera 45 76 188,10.984591,-74.7673782,1
3844,carrera 45 79,10.989994,-74.7980466,3
3845,carrera 45 80,10.989994,-74.7980466,8
3846,carrera 45 80 159,10.989994,-74.7980466,1
3847,carrera 45 80 210,10.984591,-74.7673782,1
3848,carrera 45 82,10.99999255,-74.81813413581715,2
3849,carrera 45 84,10.989994,-74.7980466,3
3850,carrera 45 85,10.989994,-74.7980466,2
3851,carrera 45 85 50,10.989994,-74.7980466,1
3852,carrera 45 90 210,10.989994,-74.7980466,1
3853,carrera 45 93,10.99999255,-74.81813413581715,2
3854,carrera 45 94,10.989994,-74.7980466,3
3855,carrera 45 96,11.0053517,-74.83170005,3
3856,carrera 45 96 18,10.989994,-74.7980466,1
3857,carrera 45 96 82,10.989994,-74.7980466,1
3858,carrera 45 98,10.989994,-74.7980466,1
3859,carrera 46 ,10.9891626,-74.7914386,3
3860,carrera 46 10,10.9852054,-74.7766225,1
3861,carrera 46 100,10.9852054,-74.7766225,5
3862,carrera 46 100 106,10.9852054,-74.7766225,1
3863,carrera 46 100 110,10.9852054,-74.7766225,1
3864,carrera 46 100 144,10.9852054,-74.7766225,1
3865,carrera 46 100 96,10.9852054,-74.7766225,1
3866,carrera 46 102,10.9852054,-74.7766225,2
3867,carrera 46 106 10,10.9852054,-74.7766225,1
3868,carrera 46 107,10.9852054,-74.7766225,2
3869,carrera 46 110,10.9852054,-74.7766225,14
3870,carrera 46 110 ,10.9852054,-74.7766225,1
3871,carrera 46 119,10.9852054,-74.7766225,1
3872,carrera 46 24,10.9852054,-74.7766225,1
3873,carrera 46 30,11.0012094,-74.81675342501191,9
3874,carrera 46 34,10.98530295,-74.77727801304006,3
3875,carrera 46 35,10.9852054,-74.7766225,1
3876,carrera 46 36,10.9852054,-74.7766225,1
3877,carrera 46 37,10.9902757,-74.7948598,3
3878,carrera 46 38,10.9852054,-74.7766225,1
3879,carrera 46 40,10.9852054,-74.7766225,2
3880,carrera 46 42,10.9852054,-74.7766225,1
3881,carrera 46 43,10.9852054,-74.7766225,1
3882,carrera 46 44,11.00241755,-74.8233519059142,2
3883,carrera 46 45,10.9852054,-74.7766225,1
3884,carrera 46 48,10.9852054,-74.7766225,1
3885,carrera 46 53,10.9852054,-74.7766225,1
3886,carrera 46 54,10.9904619,-74.7953934,4
3887,carrera 46 54 24,10.9852054,-74.7766225,1
3888,carrera 46 55,10.9852054,-74.7766225,4
3889,carrera 46 58,10.9902757,-74.7948598,2
3890,carrera 46 59,10.9904619,-74.7953934,8
3891,carrera 46 59 24,10.9852054,-74.7766225,1
3892,carrera 46 6,10.9852054,-74.7766225,2
3893,carrera 46 60,10.9852054,-74.7766225,2
3894,carrera 46 62,10.9852054,-74.7766225,1
3895,carrera 46 64,10.99104995,-74.7989605809949,2
3896,carrera 46 64 44,10.9852054,-74.7766225,1
3897,carrera 46 65,10.9852054,-74.7766225,1
3898,carrera 46 66,10.9852054,-74.7766225,1
3899,carrera 46 68,10.9852054,-74.7766225,6
3900,carrera 46 69,10.9927413,-74.8031765,2
3901,carrera 46 70,10.9852054,-74.7766225,2
3902,carrera 46 70 45,10.9852054,-74.7766225,1
3903,carrera 46 72,10.9852054,-74.7766225,5
3904,carrera 46 73,10.9852054,-74.7766225,1
3905,carrera 46 73 42,10.9852054,-74.7766225,1
3906,carrera 46 74,10.9852054,-74.7766225,3
3907,carrera 46 74 46,10.9852054,-74.7766225,1
3908,carrera 46 74 73,10.9852054,-74.7766225,1
3909,carrera 46 75,10.9852054,-74.7766225,21
3910,carrera 46 75 74,10.9852054,-74.7766225,1
3911,carrera 46 76,10.9967019,-74.8104077,6
3912,carrera 46 76 202,10.9852054,-74.7766225,1
3913,carrera 46 76 50,10.9852054,-74.7766225,1
3914,carrera 46 76 78,10.9852054,-74.7766225,1
3915,carrera 46 76 79,10.9852054,-74.7766225,1
3916,carrera 46 7671,10.9852054,-74.7766225,1
3917,carrera 46 79,10.99787315,-74.81245059603141,6
3918,carrera 46 79 153,10.9948643,-74.8059816,1
3919,carrera 46 79 158,10.99787315,-74.81245059603141,1
3920,carrera 46 79 29,10.9852054,-74.7766225,1
3921,carrera 46 79 59,10.9852054,-74.7766225,1
3922,carrera 46 8 7,10.9852054,-74.7766225,1
3923,carrera 46 80,10.9852054,-74.7766225,4
3924,carrera 46 81,10.9852054,-74.7766225,5
3925,carrera 46 81 82,10.9852054,-74.7766225,1
3926,carrera 46 82,11.0013001,-74.81713039033045,6
3927,carrera 46 82 122,10.9852054,-74.7766225,1
3928,carrera 46 82 195,10.9852054,-74.7766225,1
3929,carrera 46 82 67,10.9852054,-74.7766225,1
3930,carrera 46 82 84,10.9852054,-74.7766225,1
3931,carrera 46 84,10.9852054,-74.7766225,4
3932,carrera 46 84 144,10.9852054,-74.7766225,1
3933,carrera 46 84 43,10.9852054,-74.7766225,1
3934,carrera 46 84 85,10.9852054,-74.7766225,1
3935,carrera 46 85,11.0021339,-74.8214803,8
3936,carrera 46 85 0,11.0021339,-74.8214803,1
3937,carrera 46 85 43,10.9852054,-74.7766225,1
3938,carrera 46 85 61,10.9852054,-74.7766225,2
3939,carrera 46 85 79,10.9852054,-74.7766225,1
3940,carrera 46 87,10.9852054,-74.7766225,10
3941,carrera 46 87 27,10.9852054,-74.7766225,2
3942,carrera 46 88,10.9852054,-74.7766225,4
3943,carrera 46 9,10.9852054,-74.7766225,1
3944,carrera 46 90,10.9852054,-74.7766225,5
3945,carrera 46 91,10.9852054,-74.7766225,7
3946,carrera 46 91 10,10.9852054,-74.7766225,1
3947,carrera 46 91 92,10.9852054,-74.7766225,2
3948,carrera 46 92,10.9852054,-74.7766225,14
3949,carrera 46 92 68,10.9852054,-74.7766225,2
3950,carrera 46 92 93,10.9852054,-74.7766225,1
3951,carrera 46 93,10.9852054,-74.7766225,9
3952,carrera 46 93 148,10.9852054,-74.7766225,1
3953,carrera 46 93 180,10.9852054,-74.7766225,1
3954,carrera 46 94,10.9852054,-74.7766225,4
3955,carrera 46 95,10.9852054,-74.7766225,2
3956,carrera 46 95 27,10.9852054,-74.7766225,1
3957,carrera 46 95 79,10.9852054,-74.7766225,1
3958,carrera 46 96,10.99094805,-74.78566807933169,8
3959,carrera 46 96 100,10.9852054,-74.7766225,4
3960,carrera 46 96 120,10.9852054,-74.7766225,1
3961,carrera 46 9608,10.9852054,-74.7766225,1
3962,carrera 46 98,10.9852054,-74.7766225,2
3963,carrera 46 99,10.9852054,-74.7766225,3
3964,carrera 47 100,10.9934279,-74.8017195,1
3965,carrera 47 102 170,10.9934279,-74.8017195,1
3966,carrera 47 104,10.9934279,-74.8017195,1
3967,carrera 47 59,10.9934279,-74.8017195,6
3968,carrera 47 60,10.9934279,-74.8017195,1
3969,carrera 47 62,10.9934279,-74.8017195,1
3970,carrera 47 65,10.9934279,-74.8017195,1
3971,carrera 47 65 38,10.9934279,-74.8017195,1
3972,carrera 47 68,10.9935074,-74.80135464518956,4
3973,carrera 47 68 45,10.9934279,-74.8017195,1
3974,carrera 47 69,10.9934279,-74.8017195,6
3975,carrera 47 70,10.9934279,-74.8017195,1
3976,carrera 47 70 112,10.9934279,-74.8017195,1
3977,carrera 47 72,10.9934279,-74.8017195,1
3978,carrera 47 72 73,10.9934279,-74.8017195,1
3979,carrera 47 74 69,10.9934279,-74.8017195,1
3980,carrera 47 75,10.9934279,-74.8017195,13
3981,carrera 47 79,10.9994793,-74.813142,1
3982,carrera 47 79 80,10.9934279,-74.8017195,1
3983,carrera 47 80,10.9934279,-74.8017195,8
3984,carrera 47 80 216,10.9906537,-74.7915763,1
3985,carrera 47 81 82,10.9934279,-74.8017195,1
3986,carrera 47 82 64,10.9934279,-74.8017195,1
3987,carrera 47 84,11.00227065,-74.81905372408926,1
3988,carrera 47 85,10.9934279,-74.8017195,6
3989,carrera 47 86 44,10.9934279,-74.8017195,1
3990,carrera 47 87,10.9934279,-74.8017195,2
3991,carrera 47 87 26,10.9934279,-74.8017195,1
3992,carrera 48 100,11.0093752,-74.83416661712226,1
3993,carrera 48 4,11.0088843,-74.8334957,1
3994,carrera 48 70,11.0088843,-74.8334957,1
3995,carrera 48 70 135,10.9865757,-74.7689656,1
3996,carrera 48 70 64,11.0088843,-74.8334957,1
3997,carrera 48 70225,10.9865757,-74.7689656,1
3998,carrera 48 74 126,11.0088843,-74.8334957,1
3999,carrera 48 74 71,11.0088843,-74.8334957,1
4000,carrera 48 75,11.0088843,-74.8334957,3
4001,carrera 48 76,11.0088843,-74.8334957,2
4002,carrera 48 99,11.0088843,-74.8334957,2
4003,carrera 49 100,10.9975394,-74.8060847,3
4004,carrera 49 102,10.9975394,-74.8060847,5
4005,carrera 49 106,10.9975394,-74.8060847,1
4006,carrera 49 1404,10.9975394,-74.8060847,1
4007,carrera 49 33,10.9975394,-74.8060847,1
4008,carrera 49 64,10.9975394,-74.8060847,1
4009,carrera 49 68,10.9975394,-74.8060847,3
4010,carrera 49 69,10.9975394,-74.8060847,2
4011,carrera 49 70,10.9975394,-74.8060847,1
4012,carrera 49 70 111,10.9975394,-74.8060847,1
4013,carrera 49 72,10.9975394,-74.8060847,3
4014,carrera 49 74,10.9975394,-74.8060847,3
4015,carrera 49 74 21,10.9975394,-74.8060847,1
4016,carrera 49 74 56,10.9975394,-74.8060847,1
4017,carrera 49 75,10.9975394,-74.8060847,7
4018,carrera 49 75 76,10.9975394,-74.8060847,1
4019,carrera 49 76,10.9975394,-74.8060847,1
4020,carrera 49 76 105,10.9975394,-74.8060847,1
4021,carrera 49 79,10.9975394,-74.8060847,3
4022,carrera 49 79 01,10.9975394,-74.8060847,1
4023,carrera 49 79 116,10.9975394,-74.8060847,1
4024,carrera 49 80,10.9975394,-74.8060847,4
4025,carrera 49 80 104,10.9975394,-74.8060847,2
4026,carrera 49 80 200,10.9975394,-74.8060847,1
4027,carrera 49 80 76,10.9975394,-74.8060847,1
4028,carrera 49 80 82,10.9975394,-74.8060847,1
4029,carrera 49 82,10.9975394,-74.8060847,2
4030,carrera 49 82 101,10.9975394,-74.8060847,1
4031,carrera 49 82 29,10.9975394,-74.8060847,1
4032,carrera 49 82 47,10.9975394,-74.8060847,1
4033,carrera 49 82 70,10.9975394,-74.8060847,1
4034,carrera 49 84,10.9975394,-74.8060847,2
4035,carrera 49 84 72,10.9975394,-74.8060847,1
4036,carrera 49 84 94,10.9975394,-74.8060847,1
4037,carrera 49 85,10.9975394,-74.8060847,2
4038,carrera 49 85 87,10.9975394,-74.8060847,1
4039,carrera 49 86,10.9975394,-74.8060847,1
4040,carrera 49 87,10.9975394,-74.8060847,2
4041,carrera 49 89,10.9975394,-74.8060847,1
4042,carrera 49 90,10.9975394,-74.8060847,4
4043,carrera 49 91,10.9975394,-74.8060847,6
4044,carrera 49 91 76,10.9975394,-74.8060847,1
4045,carrera 49 92,10.9975394,-74.8060847,1
4046,carrera 49 93,10.9975394,-74.8060847,2
4047,carrera 49 96,10.9975394,-74.8060847,1
4048,carrera 49 99,10.9975394,-74.8060847,2
4049,carrera 5 33,10.9422169,-74.8078173,1
4050,carrera 5 38,10.9422169,-74.8078173,1
4051,carrera 5 68,10.9422169,-74.8078173,1
4052,carrera 5 76,10.9422169,-74.8078173,2
4053,carrera 5 76 22,10.9422169,-74.8078173,1
4054,carrera 5 77 70,10.9422169,-74.8078173,1
4055,carrera 5 80,10.9422169,-74.8078173,1
4056,carrera 5 88,10.9422169,-74.8078173,1
4057,carrera 5 89 48,10.9422169,-74.8078173,1
4058,carrera 5 90,10.9422169,-74.8078173,1
4059,carrera 5 91,10.9422169,-74.8078173,1
4060,carrera 50 102,10.9907866,-74.7910432,2
4061,carrera 50 103,10.9907866,-74.7910432,1
4062,carrera 50 106,10.9907866,-74.7910432,3
4063,carrera 50 110,11.014061,-74.8382141,1
4064,carrera 50 37,10.9907866,-74.7910432,1
4065,carrera 50 40,10.9907866,-74.7910432,2
4066,carrera 50 41,10.98829815,-74.77684597081958,2
4067,carrera 50 43,10.9907866,-74.7910432,4
4068,carrera 50 44,10.9907866,-74.7910432,1
4069,carrera 50 44 51,10.9907866,-74.7910432,1
4070,carrera 50 45,10.9874377,-74.7775915,3
4071,carrera 50 45 29,10.9907866,-74.7910432,1
4072,carrera 50 46,10.9907866,-74.7910432,4
4073,carrera 50 47,10.9907866,-74.7910432,2
4074,carrera 50 47 48,10.9907866,-74.7910432,1
4075,carrera 50 48,10.9907866,-74.7910432,7
4076,carrera 50 49 58,10.9907866,-74.7910432,1
4077,carrera 50 50,10.9907866,-74.7910432,2
4078,carrera 50 50 06,10.9907866,-74.7910432,1
4079,carrera 50 50 40,10.9907866,-74.7910432,1
4080,carrera 50 52,10.9907866,-74.7910432,3
4081,carrera 50 53,10.9874377,-74.7775915,4
4082,carrera 50 54,10.9907866,-74.7910432,4
4083,carrera 50 54 29,10.9907866,-74.7910432,1
4084,carrera 50 56,10.9907866,-74.7910432,1
4085,carrera 50 57,10.9907866,-74.7910432,1
4086,carrera 50 59,10.9907866,-74.7910432,1
4087,carrera 50 60,10.9907866,-74.7910432,2
4088,carrera 50 61,10.9907866,-74.7910432,2
4089,carrera 50 64,10.9907866,-74.7910432,11
4090,carrera 50 66,10.9907866,-74.7910432,1
4091,carrera 50 68,10.9907866,-74.7910432,1
4092,carrera 50 69,10.9907866,-74.7910432,1
4093,carrera 50 69 51,10.9907866,-74.7910432,1
4094,carrera 50 72,10.9907866,-74.7910432,1
4095,carrera 50 72 144,10.9907866,-74.7910432,1
4096,carrera 50 74 88,10.9907866,-74.7910432,1
4097,carrera 50 75,10.9907866,-74.7910432,1
4098,carrera 50 76,10.9907866,-74.7910432,4
4099,carrera 50 76 121,10.9874377,-74.7775915,1
4100,carrera 50 76 206,10.9874377,-74.7775915,1
4101,carrera 50 76 79,10.9907866,-74.7910432,1
4102,carrera 50 79,11.0009085,-74.8107952,3
4103,carrera 50 79 155,10.9907866,-74.7910432,1
4104,carrera 50 79 56,10.9907866,-74.7910432,1
4105,carrera 50 79 85,10.9907866,-74.7910432,1
4106,carrera 50 80,10.9907866,-74.7910432,1
4107,carrera 50 80 192,10.9908269,-74.7894943,1
4108,carrera 50 80 216,10.988364,-74.7768675,1
4109,carrera 50 80 273,10.988364,-74.7768675,1
4110,carrera 50 80 82,10.9907866,-74.7910432,2
4111,carrera 50 82,10.9907866,-74.7910432,2
4112,carrera 50 82 119,10.9907866,-74.7910432,1
4113,carrera 50 82 149,10.9907866,-74.7910432,1
4114,carrera 50 82 169,10.9907866,-74.7910432,1
4115,carrera 50 82 219,10.9907866,-74.7910432,1
4116,carrera 50 82 84,10.9907866,-74.7910432,1
4117,carrera 50 84,10.9907866,-74.7910432,3
4118,carrera 50 84 177,10.9907866,-74.7910432,1
4119,carrera 50 85,10.9907866,-74.7910432,3
4120,carrera 50 85 71,10.9907866,-74.7910432,1
4121,carrera 50 86,10.9907866,-74.7910432,4
4122,carrera 50 87,10.9907866,-74.7910432,2
4123,carrera 50 90,10.9907866,-74.7910432,2
4124,carrera 50 98,10.9907866,-74.7910432,1
